genres,id,original_title,overview,popularity,poster_path,production_companies,release_date,tagline,title,vote_average,vote_count,genres_clean,companies_text,content
adventure action thriller science fiction,2080,x-men origins: wolverine,"after seeking to live a normal life, logan sets out to avenge the death of his girlfriend by undergoing the mutant weapon x program and becoming wolverine.",1.456541,/yj8LbTju1p7CUJg7US2unSBk33s.jpg,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Seed Productions', 'id': 9076}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Marvel Enterprises', 'id': 19551}]",2009-04-28,witness the origin.,x-men origins: wolverine,6.2,4086.0,"['Thriller', 'Action', 'Science Fiction', 'Adventure']",ingenious film partners twentieth century fox film corporation donners' company dune entertainment seed productions bad hat harry productions big screen productions marvel enterprises,"x-men origins: wolverine adventure action thriller science fiction after seeking to live a normal life, logan sets out to avenge the death of his girlfriend by undergoing the mutant weapon x program and becoming wolverine. witness the origin. ingenious film partners twentieth century fox film corporation donners' company dune entertainment seed productions bad hat harry productions big screen productions marvel enterprises"
comedy,5060,carry on screaming,"the sinister dr watt has an evil scheme going. he's kidnapping beautiful young women and turning them into mannequins to sell to local stores. fortunately for dr watt, detective-sergeant bung is on the case, and he doesn't have a clue! in this send up of the hammer horror movies, there are send-ups of all the horror greats from frankenstein to dr jekyl and mr hyde.",6.933646,/wdx7B9BjOBSmMJYYdmdbY55JquJ.jpg,"[{'name': 'Peter Rogers Productions', 'id': 10265}, {'name': 'Anglo-Amalgamated Film Distributors', 'id': 10329}]",1966-05-20,carry on screaming with the hilarious carry on gang!!,carry on screaming,7.0,33.0,['Comedy'],peter rogers productions anglo-amalgamated film distributors,"carry on screaming comedy the sinister dr watt has an evil scheme going. he's kidnapping beautiful young women and turning them into mannequins to sell to local stores. fortunately for dr watt, detective-sergeant bung is on the case, and he doesn't have a clue! in this send up of the hammer horror movies, there are send-ups of all the horror greats from frankenstein to dr jekyl and mr hyde. carry on screaming with the hilarious carry on gang!! peter rogers productions anglo-amalgamated film distributors"
fantasy adventure comedy family,2395,astérix aux jeux olympiques,"astérix and obélix have to win the olympic games in order to help their friend alafolix marry princess irina (portrayed by supermodel vanessa hessler). brutus (benoît poelvoorde) uses every trick in the book to have his own team win the game, and get rid of his father julius caesar (alain delon) in the process.",9.671944,/eNB2SrqmTJLByRDq3akDzA6Z9rC.jpg,"[{'name': 'Constantin Film', 'id': 47}, {'name': 'TF1 Films Productions', 'id': 356}, {'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'La Petite Reine', 'id': 1992}, {'name': 'Tri Pictures', 'id': 1994}, {'name': 'Sorolla Films', 'id': 1995}, {'name': 'Novo RPI', 'id': 1996}, {'name': 'Canal+', 'id': 5358}, {'name': 'uFilm', 'id': 8676}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'id': 11921}, {'name': 'Les Editions Albert René', 'id': 20409}]",2008-01-13,,asterix at the olympic games,5.0,486.0,"['Comedy', 'Family', 'Fantasy', 'Adventure']",constantin film tf1 films productions pathé renn productions la petite reine tri pictures sorolla films novo rpi canal+ ufilm canal+ españa le tax shelter du gouvernement fédéral de belgique les editions albert rené,"asterix at the olympic games fantasy adventure comedy family astérix and obélix have to win the olympic games in order to help their friend alafolix marry princess irina (portrayed by supermodel vanessa hessler). brutus (benoît poelvoorde) uses every trick in the book to have his own team win the game, and get rid of his father julius caesar (alain delon) in the process.  constantin film tf1 films productions pathé renn productions la petite reine tri pictures sorolla films novo rpi canal+ ufilm canal+ españa le tax shelter du gouvernement fédéral de belgique les editions albert rené"
documentary comedy,40819,best worst movie,"a look at the making of the film troll 2 (1990) and its journey from being crowned the ""worst film of all time"" to a cherished cult classic.",0.98166,/4LQ6kdvVJW9y0B9O4qDTsazNzER.jpg,[],2009-01-01,the story behind the worst movie ever made - troll 2,best worst movie,7.4,49.0,"['Comedy', 'Documentary']",,"best worst movie documentary comedy a look at the making of the film troll 2 (1990) and its journey from being crowned the ""worst film of all time"" to a cherished cult classic. the story behind the worst movie ever made - troll 2"
action western,1673,comanche station,"a man saves a woman who had been kidnapped by comanches, then struggles to get both of them home alive.",3.65779,/1PHMKqoyZ4JS1iXBDSgKrbirox.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Ranown Pictures Corp.', 'id': 16326}]",1960-03-01,the one-man war against the comancheros!,comanche station,6.2,24.0,"['Western', 'Action']",columbia pictures corporation ranown pictures corp.,"comanche station action western a man saves a woman who had been kidnapped by comanches, then struggles to get both of them home alive. the one-man war against the comancheros! columbia pictures corporation ranown pictures corp."
horror comedy science fiction,8464,top of the food chain,"an isolated canadian town (populated by the weirdest group of people this side of saturn) has seen its share of problems. first the nut factory closed, then the catv antenna stopped broadcasting, and now something is gruesomely devouring the townsfolk! can visiting atomic scientist (and expert on ""cool fusion"") dr. karel lamonte solve the mystery before everyone disappears?",0.820675,/rlugDKVFAeXB7n6LRHZVepDUub0.jpg,"[{'name': 'The Ontario Film Development Corporation', 'id': 1203}, {'name': 'Bedard/Lalonde Amusements', 'id': 73524}, {'name': 'Space: The Imagination Station', 'id': 73525}]",1999-09-11,something is eating the residents of exceptional vista!,top of the food chain,5.8,5.0,"['Comedy', 'Horror', 'Science Fiction']",the ontario film development corporation bedard/lalonde amusements space: the imagination station,"top of the food chain horror comedy science fiction an isolated canadian town (populated by the weirdest group of people this side of saturn) has seen its share of problems. first the nut factory closed, then the catv antenna stopped broadcasting, and now something is gruesomely devouring the townsfolk! can visiting atomic scientist (and expert on ""cool fusion"") dr. karel lamonte solve the mystery before everyone disappears? something is eating the residents of exceptional vista! the ontario film development corporation bedard/lalonde amusements space: the imagination station"
music drama comedy,1244,das wilde leben,"achim bornhak's movie focuses on the restless life of uschi obermaier, the icon of the 1968 movement in germany and groupie. at the age of 16, uschi is bored by her job in a photo lab, but soon becomes the ""it girl"" of munich's club scene. when she gets to know rainer langhans, they move to berlin and live in ""kommune 1"", the first politically-motivated commune in germany. while the other occupants claim she isn't political enough, uschi just wants to have fun, works as fashion model and leads international music stars in temptation.",0.851733,/b2GT0in1R0GU3a34CN4YFztJh4X.jpg,"[{'name': 'Babelsberg Film GmbH', 'id': 424}]",2007-02-01,,eight miles high,6.9,8.0,"['Drama', 'Music', 'Comedy']",babelsberg film gmbh,"eight miles high music drama comedy achim bornhak's movie focuses on the restless life of uschi obermaier, the icon of the 1968 movement in germany and groupie. at the age of 16, uschi is bored by her job in a photo lab, but soon becomes the ""it girl"" of munich's club scene. when she gets to know rainer langhans, they move to berlin and live in ""kommune 1"", the first politically-motivated commune in germany. while the other occupants claim she isn't political enough, uschi just wants to have fun, works as fashion model and leads international music stars in temptation.  babelsberg film gmbh"
drama,471,bandyta,bastard depicts the distress of needy children and the love of a nurse and a hard boiled criminal. a film from polish director maciej dejczer and actor til schweiger’s first international film.,0.707491,/fs5mushBGKZbt4ZaRjgfPBQKMRU.jpg,"[{'name': 'Douek Productions', 'id': 259}]",1997-01-01,,bandyta,6.3,3.0,['Drama'],douek productions,bandyta drama bastard depicts the distress of needy children and the love of a nurse and a hard boiled criminal. a film from polish director maciej dejczer and actor til schweiger’s first international film.  douek productions
drama,3081,the goddess,"booze, pills and loneliness mark a young actress' rise to stardom.",0.132149,/p1kzzWhYGBUgjiY18NxSaGsSxRw.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]",1958-06-24,profound and astounding,the goddess,0.0,1.0,['Drama'],columbia pictures corporation,"the goddess drama booze, pills and loneliness mark a young actress' rise to stardom. profound and astounding columbia pictures corporation"
comedy drama family tv movie,4641,read it and weep,a young girl turns into an a-list celebrity over night when her private journal is accidently published and becomes a best-seller.,3.627385,/bfSKY8liedOQ2mJBTkWVTddYnD9.jpg,"[{'name': 'Salty Pictures', 'id': 42053}, {'name': 'Just Singer Entertainment', 'id': 47441}]",2006-07-21,,read it and weep,5.3,44.0,"['Drama', 'Comedy', 'TV Movie', 'Family']",salty pictures just singer entertainment,read it and weep comedy drama family tv movie a young girl turns into an a-list celebrity over night when her private journal is accidently published and becomes a best-seller.  salty pictures just singer entertainment
drama,8368,the garden of eden,a young american writer completes his service in wwi and travels across europe with his wife and her attractive italian girlfriend. based on the novel by ernest hemingway.,0.160182,/vWC2rQgaVEK5HZoCBD5BvQ4Wyv8.jpg,"[{'name': 'Devonshire Productions', 'id': 2391}, {'name': 'Berwick Street Productions', 'id': 2392}]",2008-01-01,,the garden of eden,4.2,3.0,['Drama'],devonshire productions berwick street productions,the garden of eden drama a young american writer completes his service in wwi and travels across europe with his wife and her attractive italian girlfriend. based on the novel by ernest hemingway.  devonshire productions berwick street productions
documentary,160,l'arrivée d'un train en gare de la ciotat,"a group of people are standing along the platform of a railway station in la ciotat, waiting for a train. one is seen coming, at some distance, and eventually stops at the platform. doors of the railway-cars open and attendants help passengers off and on.  popular legend has it that, when this film was shown, the first-night audience fled the café in terror, fearing being run over by the ""approaching"" train. this legend has since been identified as promotional embellishment, though there is evidence to suggest that people were astounded at the capabilities of the lumières' cinématographe.",5.256608,/m5HSlaNCzwV95rAriDmT19el5h1.jpg,"[{'name': 'Lumière', 'id': 11793}]",1896-01-25,,the arrival of a train at la ciotat,6.9,87.0,['Documentary'],lumière,"the arrival of a train at la ciotat documentary a group of people are standing along the platform of a railway station in la ciotat, waiting for a train. one is seen coming, at some distance, and eventually stops at the platform. doors of the railway-cars open and attendants help passengers off and on.  popular legend has it that, when this film was shown, the first-night audience fled the café in terror, fearing being run over by the ""approaching"" train. this legend has since been identified as promotional embellishment, though there is evidence to suggest that people were astounded at the capabilities of the lumières' cinématographe.  lumière"
